PDB ID,Chain ID,Source
"1A12","A","Homo sapiens"
"1A12","B","Homo sapiens"
"1A12","C","Homo sapiens"
"1A1X","A","Homo sapiens"
"1A62","A","Escherichia coli"
"1A9X","A","Escherichia coli"
"1A9X","B","Escherichia coli"
"1A9X","C","Escherichia coli"
"1A9X","D","Escherichia coli"
"1A9X","E","Escherichia coli"
"1A9X","F","Escherichia coli"
"1A9X","G","Escherichia coli"
"1A9X","H","Escherichia coli"
"1ACO","A","Bos taurus"
"1AD2","A","Thermus thermophilus"
"1AF7","A","Salmonella enterica"
"1AH7","A","Bacillus cereus"
"1AIE","A","Homo sapiens"
"1AOL","A","Murine leukemia virus"
"1AYO","A","Bos taurus"
"1AYO","B","Bos taurus"
"1B0N","A","Bacillus subtilis"
"1B0N","B","Bacillus subtilis"
"1B25","A","Pyrococcus furiosus"
"1B25","B","Pyrococcus furiosus"
"1B25","C","Pyrococcus furiosus"
"1B25","D","Pyrococcus furiosus"
"1B33","A","Mastigocladus laminosus"
"1B33","B","Mastigocladus laminosus"
"1B33","C","Mastigocladus laminosus"
"1B33","D","Mastigocladus laminosus"
"1B33","E","Mastigocladus laminosus"
"1B33","F","Mastigocladus laminosus"
"1B33","H","Mastigocladus laminosus"
"1B33","I","Mastigocladus laminosus"
"1B33","J","Mastigocladus laminosus"
"1B33","K","Mastigocladus laminosus"
"1B33","L","Mastigocladus laminosus"
"1B33","M","Mastigocladus laminosus"
"1B33","N","Mastigocladus laminosus"
"1B33","O","Mastigocladus laminosus"
"1B79","A","Escherichia coli"
"1B79","B","Escherichia coli"
"1B79","C","Escherichia coli"
"1B79","D","Escherichia coli"
"1BG1","A","Mus musculus"
"1BG1","B",""
"1BGF","A","Mus musculus"
"1BKR","A","Homo sapiens"
"1BM8","A","Saccharomyces cerevisiae"
"1BOU","A","Sphingomonas paucimobilis"
"1BOU","B","Sphingomonas paucimobilis"
"1BOU","C","Sphingomonas paucimobilis"
"1BOU","D","Sphingomonas paucimobilis"
"1BX7","A","Hirudo medicinalis"
"1BXY","A","Thermus thermophilus"
"1BXY","B","Thermus thermophilus"
"1BYI","A","Escherichia coli"
"1C5E","A","Escherichia virus Lambda"
"1C5E","B","Escherichia virus Lambda"
"1C5E","C","Escherichia virus Lambda"
"1CC8","A","Saccharomyces cerevisiae"
"1CCW","A","Clostridium cochlearium"
"1CCW","B","Clostridium cochlearium"
"1CCW","C","Clostridium cochlearium"
"1CCW","D","Clostridium cochlearium"
"1CFZ","A","Escherichia coli"
"1CFZ","B","Escherichia coli"
"1CFZ","C","Escherichia coli"
"1CFZ","D","Escherichia coli"
"1CFZ","E","Escherichia coli"
"1CFZ","F","Escherichia coli"
"1CHD","A","Salmonella enterica"
"1CI4","A","Homo sapiens"
"1CI4","B","Homo sapiens"
"1CIP","A","Rattus norvegicus"
"1CIY","A","Bacillus thuringiensis"
"1CQ3","A","Cowpox virus"
"1CQ3","B","Cowpox virus"
"1CRU","A","Acinetobacter calcoaceticus"
"1CRU","B","Acinetobacter calcoaceticus"
"1CUK","A","Escherichia coli"
"1CXQ","A","Avian sarcoma virus"
"1CY5","A","Homo sapiens"
"1D0Q","A","Geobacillus stearothermophilus"
"1D0Q","B","Geobacillus stearothermophilus"
"1D3Y","A","Methanocaldococcus jannaschii"
"1D3Y","B","Methanocaldococcus jannaschii"
"1DCE","A","Rattus norvegicus"
"1DCE","B","Rattus norvegicus"
"1DCE","C","Rattus norvegicus"
"1DCE","D","Rattus norvegicus"
"1DFU","M",""
"1DFU","N",""
"1DFU","P","Escherichia coli"
"1DJ0","A","Escherichia coli"
"1DJ0","B","Escherichia coli"
"1DJ8","A","Escherichia coli"
"1DJ8","B","Escherichia coli"
"1DJ8","C","Escherichia coli"
"1DJ8","D","Escherichia coli"
"1DJ8","E","Escherichia coli"
"1DJ8","F","Escherichia coli"
"1DK8","A","Homo sapiens"
"1DL5","A","Thermotoga maritima"
"1DL5","B","Thermotoga maritima"
"1DS1","A","Streptomyces clavuligerus"
"1DTD","A","Homo sapiens"
"1DTD","B","Hirudo medicinalis"
"1DVO","A","Escherichia coli"
"1DWK","A","Escherichia coli"
"1DWK","B","Escherichia coli"
"1DWK","C","Escherichia coli"
"1DWK","D","Escherichia coli"
"1DWK","E","Escherichia coli"
"1DWK","F","Escherichia coli"
"1DWK","G","Escherichia coli"
"1DWK","H","Escherichia coli"
"1DWK","I","Escherichia coli"
"1DWK","J","Escherichia coli"
"1DY5","A","Bos taurus"
"1DY5","B","Bos taurus"
"1DZF","A","Saccharomyces cerevisiae"
"1E44","A","Escherichia coli"
"1E44","B","Escherichia coli"
"1E58","A","Escherichia coli"
"1E7L","A","Escherichia virus T4"
"1E7L","B","Escherichia virus T4"
"1E8C","A","Escherichia coli"
"1E8C","B","Escherichia coli"
"1EB6","A","Aspergillus oryzae"
"1ECW","A","Simian immunodeficiency virus"
"1EEX","A","Klebsiella oxytoca"
"1EEX","B","Klebsiella oxytoca"
"1EEX","E","Klebsiella oxytoca"
"1EEX","G","Klebsiella oxytoca"
"1EEX","L","Klebsiella oxytoca"
"1EEX","M","Klebsiella oxytoca"
"1EF1","A","Homo sapiens"
"1EF1","B","Homo sapiens"
"1EF1","C","Homo sapiens"
"1EF1","D","Homo sapiens"
"1EGW","A","Homo sapiens"
"1EGW","B","Homo sapiens"
"1EGW","C","Homo sapiens"
"1EGW","D","Homo sapiens"
"1EGW","E",""
"1EGW","F",""
"1EGW","G",""
"1EGW","H",""
"1EI5","A","Ochrobactrum anthropi"
"1EI7","A","Tobacco mosaic virus"
"1EI7","B","Tobacco mosaic virus"
"1EL6","A","Escherichia virus T4"
"1EL6","B","Escherichia virus T4"
"1EL6","C","Escherichia virus T4"
"1EU1","A","Rhodobacter sphaeroides"
"1EUW","A","Escherichia coli"
"1EWF","A","Homo sapiens"
"1EZG","A","Tenebrio molitor"
"1EZG","B","Tenebrio molitor"
"1F0L","A","Corynebacterium diphtheriae"
"1F0L","B","Corynebacterium diphtheriae"
"1F1E","A","Methanopyrus kandleri"
"1F1M","A","Borreliella burgdorferi"
"1F1M","B","Borreliella burgdorferi"
"1F1M","C","Borreliella burgdorferi"
"1F1M","D","Borreliella burgdorferi"
"1F35","A","Mus musculus"
"1F35","B","Mus musculus"
"1F3U","A","Homo sapiens"
"1F3U","B","Homo sapiens"
"1F3U","C","Homo sapiens"
"1F3U","D","Homo sapiens"
"1F3U","E","Homo sapiens"
"1F3U","F","Homo sapiens"
"1F3U","G","Homo sapiens"
"1F3U","H","Homo sapiens"
"1F3V","A","Homo sapiens"
"1F3V","B","Homo sapiens"
"1F60","A","Saccharomyces cerevisiae"
"1F60","B","Saccharomyces cerevisiae"
"1F7U","A","Saccharomyces cerevisiae"
"1F7U","B",""
"1F86","A","Homo sapiens"
"1F86","B","Homo sapiens"
"1FCY","A","Homo sapiens"
"1FKM","A","Saccharomyces cerevisiae"
"1FM0","D","Escherichia coli"
"1FM0","E","Escherichia coli"
"1FN9","A","Reovirus sp."
"1FN9","B","Reovirus sp."
"1FPO","A","Escherichia coli"
"1FPO","B","Escherichia coli"
"1FPO","C","Escherichia coli"
"1FS1","A","Homo sapiens"
"1FS1","B","Homo sapiens"
"1FS1","C","Homo sapiens"
"1FS1","D","Homo sapiens"
"1FSG","A","Toxoplasma gondii"
"1FSG","C","Toxoplasma gondii"
"1FX2","A","Trypanosoma brucei"
"1FXK","A","Methanothermobacter thermautotrophicus"
"1FXK","B","Methanothermobacter thermautotrophicus"
"1FXK","C","Methanothermobacter thermautotrophicus"
"1G2R","A","Streptococcus pneumoniae"
"1G2Y","A","Mus musculus"
"1G2Y","B","Mus musculus"
"1G2Y","C","Mus musculus"
"1G2Y","D","Mus musculus"
"1G3P","A","Escherichia virus M13"
"1G6X","A","Bos taurus"
"1G73","A","Homo sapiens"
"1G73","B","Homo sapiens"
"1G73","C","Homo sapiens"
"1G73","D","Homo sapiens"
"1G7S","A","Methanothermobacter thermautotrophicus"
"1G8E","A","Escherichia coli"
"1G8E","B","Escherichia coli"
"1G8Q","A","Homo sapiens"
"1G8Q","B","Homo sapiens"
"1GCI","A","Bacillus lentus"
"1GD8","A","Thermus thermophilus"
"1GD8","B","Thermus thermophilus"
"1GD8","C","Thermus thermophilus"
"1GD8","D","Thermus thermophilus"
"1GD8","E","Thermus thermophilus"
"1GD8","F","Thermus thermophilus"
"1GD8","G","Thermus thermophilus"
"1GD8","H","Thermus thermophilus"
"1GD8","I","Thermus thermophilus"
"1GK9","A","Escherichia coli"
"1GK9","B","Escherichia coli"
"1GMU","A","Klebsiella aerogenes"
"1GMU","B","Klebsiella aerogenes"
"1GMU","C","Klebsiella aerogenes"
"1GMU","D","Klebsiella aerogenes"
"1GMX","A","Escherichia coli"
"1GO3","E","Methanocaldococcus jannaschii"
"1GO3","F","Methanocaldococcus jannaschii"
"1GO3","M","Methanocaldococcus jannaschii"
"1GO3","N","Methanocaldococcus jannaschii"
"1GP0","A","Homo sapiens"
"1GPJ","A","Methanopyrus kandleri"
"1GPQ","A","Escherichia coli"
"1GPQ","B","Escherichia coli"
"1GPQ","C","Gallus gallus"
"1GPQ","D","Gallus gallus"
"1GQE","A","Escherichia coli"
"1GQI","A","Cellvibrio japonicus"
"1GQI","B","Cellvibrio japonicus"
"1GS9","A","Homo sapiens"
"1GTE","A","Sus scrofa"
"1GTE","B","Sus scrofa"
"1GTE","C","Sus scrofa"
"1GTE","D","Sus scrofa"
"1GWE","A","Micrococcus luteus"
"1GXM","A","Cellvibrio japonicus"
"1GXM","B","Cellvibrio japonicus"
"1GXU","A","Escherichia coli"
"1GZS","A","Homo sapiens"
"1GZS","B","Salmonella enterica"
"1GZS","C","Homo sapiens"
"1GZS","D","Salmonella enterica"
"1H16","A","Escherichia coli"
"1H2C","A","Ebola virus sp."
"1H2C","R","Escherichia coli"
"1H4R","A","Homo sapiens"
"1H4R","B","Homo sapiens"
"1H4X","A","Lysinibacillus sphaericus"
"1H4X","B","Lysinibacillus sphaericus"
"1H7C","A","Homo sapiens"
"1H99","A","Bacillus subtilis"
"1HBN","A","Methanothermobacter thermautotrophicus"
"1HBN","B","Methanothermobacter thermautotrophicus"
"1HBN","C","Methanothermobacter thermautotrophicus"
"1HBN","D","Methanothermobacter thermautotrophicus"
"1HBN","E","Methanothermobacter thermautotrophicus"
"1HBN","F","Methanothermobacter thermautotrophicus"
"1HC7","A","Thermus thermophilus"
"1HC7","B","Thermus thermophilus"
"1HC7","C","Thermus thermophilus"
"1HC7","D","Thermus thermophilus"
"1HE1","A","Pseudomonas aeruginosa"
"1HE1","B","Pseudomonas aeruginosa"
"1HE1","C","Homo sapiens"
"1HE1","D","Homo sapiens"
"1HF2","A","Thermotoga maritima"
"1HF2","B","Thermotoga maritima"
"1HF2","C","Thermotoga maritima"
"1HF2","D","Thermotoga maritima"
"1HFE","L","Desulfovibrio vulgaris"
"1HFE","M","Desulfovibrio vulgaris"
"1HFE","S","Desulfovibrio vulgaris"
"1HFE","T","Desulfovibrio vulgaris"
"1HI9","A","Bacillus subtilis"
"1HI9","B","Bacillus subtilis"
"1HI9","C","Bacillus subtilis"
"1HI9","D","Bacillus subtilis"
"1HI9","E","Bacillus subtilis"
"1HP1","A","Escherichia coli"
"1HQ1","A","Escherichia coli"
"1HQ1","B",""
"1HXR","A","Rattus norvegicus"
"1HXR","B","Rattus norvegicus"
"1HYO","A","Mus musculus"
"1HYO","B","Mus musculus"
"1I1W","A","Thermoascus aurantiacus"
"1I2T","A","Homo sapiens"
"1I4J","A","Thermus thermophilus"
"1I4J","B","Thermus thermophilus"
"1I71","A","Homo sapiens"
"1IFR","A","Homo sapiens"
"1IJQ","A","Homo sapiens"
"1IJQ","B","Homo sapiens"
"1IJY","A","Mus musculus"
"1IJY","B","Mus musculus"
"1IK9","A","Homo sapiens"
"1IK9","B","Homo sapiens"
"1IK9","C","Homo sapiens"
"1IKP","A","Pseudomonas aeruginosa"
"1IN0","A","Haemophilus influenzae"
"1IN0","B","Haemophilus influenzae"
"1IO0","A","Gallus gallus"
"1IO1","A","Salmonella enterica"
"1IOM","A","Thermus thermophilus"
"1IQZ","A","Bacillus thermoproteolyticus"
"1IRQ","A","Streptococcus pyogenes"
"1IRQ","B","Streptococcus pyogenes"
"1ITX","A","Bacillus circulans"
"1IX9","A","Escherichia coli"
"1IX9","B","Escherichia coli"
"1IZM","A","Haemophilus influenzae"
"1J09","A","Thermus thermophilus"
"1J0P","A","Desulfovibrio vulgaris"
"1J27","A","Thermus thermophilus"
"1J3W","A","Thermus thermophilus"
"1J3W","B","Thermus thermophilus"
"1J3W","C","Thermus thermophilus"
"1J3W","D","Thermus thermophilus"
"1J5U","A","Thermotoga maritima"
"1J5Y","A","Thermotoga maritima"
"1J98","A","Bacillus subtilis"
"1JB0","A","Synechococcus elongatus"
"1JB0","B","Synechococcus elongatus"
"1JB0","C","Synechococcus elongatus"
"1JB0","D","Synechococcus elongatus"
"1JB0","E","Synechococcus elongatus"
"1JB0","F","Synechococcus elongatus"
"1JB0","I","Synechococcus elongatus"
"1JB0","J","Synechococcus elongatus"
"1JB0","K","Synechococcus elongatus"
"1JB0","L","Synechococcus elongatus"
"1JB0","M","Synechococcus elongatus"
"1JB0","X","Synechococcus elongatus"
"1JB3","A","Gallus gallus"
"1JFB","A","Fusarium oxysporum"
"1JHG","A","Escherichia coli"
"1JI7","A","Homo sapiens"
"1JI7","B","Homo sapiens"
"1JI7","C","Homo sapiens"
"1JID","A","Homo sapiens"
"1JID","B",""
"1JKE","A","Escherichia coli"
"1JKE","B","Escherichia coli"
"1JKE","C","Escherichia coli"
"1JKE","D","Escherichia coli"
"1JLY","A","Amaranthus caudatus"
"1JLY","B","Amaranthus caudatus"
"1JNR","A","Archaeoglobus fulgidus"
"1JNR","B","Archaeoglobus fulgidus"
"1JNR","C","Archaeoglobus fulgidus"
"1JNR","D","Archaeoglobus fulgidus"
"1JO0","A","Haemophilus influenzae"
"1JO0","B","Haemophilus influenzae"
"1JOF","A","Neurospora crassa"
"1JOF","B","Neurospora crassa"
"1JOF","C","Neurospora crassa"
"1JOF","D","Neurospora crassa"
"1JOF","E","Neurospora crassa"
"1JOF","F","Neurospora crassa"
"1JOF","G","Neurospora crassa"
"1JOF","H","Neurospora crassa"
"1JOS","A","Haemophilus influenzae"
"1JR8","A","Saccharomyces cerevisiae"
"1JR8","B","Saccharomyces cerevisiae"
"1JS8","A","Enteroctopus dofleini"
"1JS8","B","Enteroctopus dofleini"
"1JW9","B","Escherichia coli"
"1JW9","D","Escherichia coli"
"1JX4","A","Saccharolobus solfataricus"
"1JX4","P",""
"1JX4","T",""
"1K04","A","Homo sapiens"
"1K0R","A","Mycobacterium tuberculosis"
"1K0R","B","Mycobacterium tuberculosis"
"1K1F","A","Homo sapiens"
"1K1F","B","Homo sapiens"
"1K1F","C","Homo sapiens"
"1K1F","D","Homo sapiens"
"1K1F","E","Homo sapiens"
"1K1F","F","Homo sapiens"
"1K1F","G","Homo sapiens"
"1K1F","H","Homo sapiens"
"1K32","A","Thermoplasma acidophilum"
"1K32","B","Thermoplasma acidophilum"
"1K32","C","Thermoplasma acidophilum"
"1K32","D","Thermoplasma acidophilum"
"1K32","E","Thermoplasma acidophilum"
"1K32","F","Thermoplasma acidophilum"
"1K3I","A","Fusarium sp."
"1K3X","A","Escherichia coli"
"1K3X","B",""
"1K3X","C",""
"1K4I","A","Pyricularia grisea"
"1K4T","A","Homo sapiens"
"1K4T","B",""
"1K4T","C",""
"1K4T","D",""
"1K4Z","A","Saccharomyces cerevisiae"
"1K4Z","B","Saccharomyces cerevisiae"
"1K5C","A","Chondrostereum purpureum"
"1K5N","A","Homo sapiens"
"1K5N","B","Homo sapiens"
"1K5N","C",""
"1K6K","A","Escherichia coli"
"1K6Y","A","Human immunodeficiency virus 1"
"1K6Y","B","Human immunodeficiency virus 1"
"1K6Y","C","Human immunodeficiency virus 1"
"1K6Y","D","Human immunodeficiency virus 1"
"1K7C","A","Aspergillus aculeatus"
"1K8K","A","Bos taurus"
"1K8K","B","Bos taurus"
"1K8K","C","Bos taurus"
"1K8K","D","Bos taurus"
"1K8K","E","Bos taurus"
"1K8K","F","Bos taurus"
"1K8K","G","Bos taurus"
"1K92","A","Escherichia coli"
"1KA1","A","Saccharomyces cerevisiae"
"1KAF","A","Escherichia virus T4"
"1KAF","B","Escherichia virus T4"
"1KAF","C","Escherichia virus T4"
"1KAF","D","Escherichia virus T4"
"1KAF","E","Escherichia virus T4"
"1KAF","F","Escherichia virus T4"
"1KAP","I","Pseudomonas aeruginosa"
"1KAP","P","Pseudomonas aeruginosa"
"1KGS","A","Thermotoga maritima"
"1KJN","A","Methanothermobacter thermautotrophicus"
"1KJN","B","Methanothermobacter thermautotrophicus"
"1KJQ","A","Escherichia coli"
"1KJQ","B","Escherichia coli"
"1KL9","A","Homo sapiens"
"1KLX","A","Helicobacter pylori"
"1KMV","A","Homo sapiens"
"1KNM","A","Streptomyces lividans"
"1KNZ","A","Rotavirus A"
"1KNZ","B","Rotavirus A"
"1KNZ","C","Rotavirus A"
"1KNZ","D","Rotavirus A"
"1KNZ","I","Rotavirus A"
"1KNZ","J","Rotavirus A"
"1KNZ","M","Rotavirus A"
"1KNZ","N","Rotavirus A"
"1KNZ","W",""
"1KNZ","X",""
"1KNZ","Y",""
"1KNZ","Z",""
"1KO7","A","Staphylococcus xylosus"
"1KO7","B","Staphylococcus xylosus"
"1KP6","A","Ustilago maydis"
"1KPT","A","Ustilago maydis"
"1KPT","B","Ustilago maydis"
"1KQ6","A","Homo sapiens"
"1KQF","A","Escherichia coli"
"1KQF","B","Escherichia coli"
"1KQF","C","Escherichia coli"
"1KQP","A","Bacillus subtilis"
"1KQP","B","Bacillus subtilis"
"1KWF","A","Hungateiclostridium thermocellum"
"1KYF","A","Mus musculus"
"1KYF","P","Mus musculus"
"1KYQ","A","Saccharomyces cerevisiae"
"1KYQ","B","Saccharomyces cerevisiae"
"1KYQ","C","Saccharomyces cerevisiae"
"1L0Q","A","Methanosarcina mazei"
"1L0Q","B","Methanosarcina mazei"
"1L0Q","C","Methanosarcina mazei"
"1L0Q","D","Methanosarcina mazei"
"1L0S","A","Choristoneura fumiferana"
"1L0S","B","Choristoneura fumiferana"
"1L0S","C","Choristoneura fumiferana"
"1L0S","D","Choristoneura fumiferana"
"1L2P","A","Escherichia coli"
"1L3K","A","Homo sapiens"
"1L3L","A","Agrobacterium tumefaciens"
"1L3L","B","Agrobacterium tumefaciens"
"1L3L","C","Agrobacterium tumefaciens"
"1L3L","D","Agrobacterium tumefaciens"
"1L3L","E",""
"1L3L","F",""
"1L3L","G",""
"1L3L","H",""
"1L3P","A","Phleum pratense"
"1L5J","A","Escherichia coli"
"1L5J","B","Escherichia coli"
"1L6P","A","Escherichia coli"
"1L9L","A","Homo sapiens"
"1LFP","A","Aquifex aeolicus"
"1LG7","A","Vesicular stomatitis virus"
"1LKK","A","Homo sapiens"
"1LKK","B",""
"1LLA","A","Limulus polyphemus"
"1LM5","A","Homo sapiens"
"1LM5","B","Homo sapiens"
"1LMI","A","Mycobacterium tuberculosis"
"1LNS","A","Lactococcus lactis"
"1LPB","A","Sus scrofa"
"1LPB","B","Homo sapiens"
"1LS1","A","Thermus aquaticus"
"1LSH","A","Ichthyomyzon unicuspis"
"1LSH","B","Ichthyomyzon unicuspis"
"1LSL","A","Homo sapiens"
"1M0K","A","Halobacterium salinarum"
"1M15","A","Limulus polyphemus"
"1M1E","A","Mus musculus"
"1M1E","B","Homo sapiens"
"1M1F","A","Escherichia coli"
"1M1F","B","Escherichia coli"
"1M1H","A","Aquifex aeolicus"
"1M22","A","Stenotrophomonas maltophilia"
"1M22","B","Stenotrophomonas maltophilia"
"1M55","A","Adeno-associated dependoparvovirus B"
"1M55","B","Adeno-associated dependoparvovirus B"
"1M56","A","Rhodobacter sphaeroides"
"1M56","B","Rhodobacter sphaeroides"
"1M56","C","Rhodobacter sphaeroides"
"1M56","D","Rhodobacter sphaeroides"
"1M56","G","Rhodobacter sphaeroides"
"1M56","H","Rhodobacter sphaeroides"
"1M56","I","Rhodobacter sphaeroides"
"1M56","J","Rhodobacter sphaeroides"
"1M6Y","A","Thermotoga maritima"
"1M6Y","B","Thermotoga maritima"
"1MC2","A","Deinagkistrodon acutus"
"1MF7","A","Homo sapiens"
"1MG4","A","Homo sapiens"
"1MJ4","A","Homo sapiens"
"1MK0","A","Escherichia virus T4"
"1MKF","A","Murid gammaherpesvirus 4"
"1MKF","B","Murid gammaherpesvirus 4"
"1MKY","A","Thermotoga maritima"
"1MLA","A","Escherichia coli"
"1MTP","A","Thermobifida fusca"
"1MTP","B","Thermobifida fusca"
"1MTY","B","Methylococcus capsulatus"
"1MTY","C","Methylococcus capsulatus"
"1MTY","D","Methylococcus capsulatus"
"1MTY","E","Methylococcus capsulatus"
"1MTY","G","Methylococcus capsulatus"
"1MTY","H","Methylococcus capsulatus"
"1MUW","A","Streptomyces olivochromogenes"
"1MV8","A","Pseudomonas aeruginosa"
"1MV8","B","Pseudomonas aeruginosa"
"1MV8","C","Pseudomonas aeruginosa"
"1MV8","D","Pseudomonas aeruginosa"
"1MVF","A","Camelus dromedarius"
"1MVF","B","Camelus dromedarius"
"1MVF","D","Escherichia coli"
"1MVF","E","Escherichia coli"
"1MW5","A","Haemophilus influenzae"
"1MW5","B","Haemophilus influenzae"
"1MWP","A","Homo sapiens"
"1MWQ","A","Haemophilus influenzae"
"1MWQ","B","Haemophilus influenzae"
"1N13","A","Methanocaldococcus jannaschii"
"1N13","B","Methanocaldococcus jannaschii"
"1N13","C","Methanocaldococcus jannaschii"
"1N13","D","Methanocaldococcus jannaschii"
"1N13","E","Methanocaldococcus jannaschii"
