PDB ID,Chain ID,Source
"3CI0","I","Escherichia coli"
"3CI0","J","Escherichia coli"
"3CI0","K","Escherichia coli"
"3CI3","A","Lactobacillus reuteri"
"3CIM","A","Synechocystis sp."
"3CIM","B","Synechocystis sp."
"3CIM","C","Synechocystis sp."
"3CJS","A","Thermus thermophilus"
"3CJS","B","Thermus thermophilus"
"3CJS","C","Thermus thermophilus"
"3CR3","A","Lactococcus lactis"
"3CR3","B","Lactococcus lactis"
"3CR3","C","Lactococcus lactis"
"3CR3","D","Lactococcus lactis"
"3CT6","A","Lactococcus lactis"
"3CT6","B","Lactococcus lactis"
"3CU9","A","Geobacillus stearothermophilus"
"3CWC","A","Salmonella enterica"
"3CWC","B","Salmonella enterica"
"3CZZ","A","Nostoc ellipsosporum"
"3CZZ","B","Nostoc ellipsosporum"
"3D06","A","Homo sapiens"
"3D36","A","Geobacillus stearothermophilus"
"3D36","B","Geobacillus stearothermophilus"
"3D36","C","Geobacillus stearothermophilus"
"3D3B","A","Escherichia coli"
"3D3B","J","Escherichia coli"
"3D3R","A","Shewanella oneidensis"
"3D3R","B","Shewanella oneidensis"
"3DB7","A","Bacteroides thetaiotaomicron"
"3DBY","A","Bacillus cereus"
"3DBY","B","Bacillus cereus"
"3DBY","C","Bacillus cereus"
"3DBY","D","Bacillus cereus"
"3DBY","E","Bacillus cereus"
"3DBY","F","Bacillus cereus"
"3DBY","G","Bacillus cereus"
"3DBY","H","Bacillus cereus"
"3DBY","I","Bacillus cereus"
"3DBY","J","Bacillus cereus"
"3DBY","K","Bacillus cereus"
"3DBY","L","Bacillus cereus"
"3DBY","M","Bacillus cereus"
"3DBY","N","Bacillus cereus"
"3DBY","O","Bacillus cereus"
"3DBY","P","Bacillus cereus"
"3DBY","Q","Bacillus cereus"
"3DBY","R","Bacillus cereus"
"3DBY","S","Bacillus cereus"
"3DBY","T","Bacillus cereus"
"3DDT","A","Homo sapiens"
"3DDT","B","Homo sapiens"
"3DDT","C","Homo sapiens"
"3DK9","A","Homo sapiens"
"3DKM","A","Homo sapiens"
"3DNF","A","Aquifex aeolicus"
"3DNF","B","Aquifex aeolicus"
"3DNJ","A","Caulobacter vibrioides"
"3DNJ","B","Caulobacter vibrioides"
"3DNJ","C",""
"3DNJ","D",""
"3DXR","A","Saccharomyces cerevisiae"
"3DXR","B","Saccharomyces cerevisiae"
"3E9V","A","Homo sapiens"
"3EA6","A","Staphylococcus aureus"
"3EEQ","A","Saccharolobus solfataricus"
"3EEQ","B","Saccharolobus solfataricus"
"3EER","A","Vibrio cholerae"
"3EIP","A","Escherichia coli"
"3EIP","B","Escherichia coli"
"3EOJ","A","Prosthecochloris aestuarii"
"3EPW","A","Trypanosoma vivax"
"3EPW","B","Trypanosoma vivax"
"3ESS","A","Vibrio cholerae"
"3EYE","A","Escherichia coli"
"3F0D","A","Burkholderia pseudomallei"
"3F0D","B","Burkholderia pseudomallei"
"3F0D","C","Burkholderia pseudomallei"
"3F0D","D","Burkholderia pseudomallei"
"3F0D","E","Burkholderia pseudomallei"
"3F0D","F","Burkholderia pseudomallei"
"3F0P","A","Escherichia coli"
"3F0P","B","Escherichia coli"
"3F42","A","Helicobacter pylori"
"3F42","B","Helicobacter pylori"
"3F6Y","A","Homo sapiens"
"3FAU","A","Homo sapiens"
"3FAU","B","Homo sapiens"
"3FAU","C","Homo sapiens"
"3FAU","D","Homo sapiens"
"3FIL","A","Streptococcus sp. 'group G'"
"3FIL","B","Streptococcus sp. 'group G'"
"3FSO","A","Homo sapiens"
"3FSO","B","Homo sapiens"
"3FST","A","Escherichia coli"
"3FST","C","Escherichia coli"
"3FST","E","Escherichia coli"
"3FX7","A","Helicobacter pylori"
"3FX7","B","Helicobacter pylori"
"3FXK","A","Homo sapiens"
"3FYB","A","Alcanivorax borkumensis"
"3FYB","B","Alcanivorax borkumensis"
"3G0M","A","Salmonella enterica"
"3G21","A","Rous sarcoma virus"
"3G91","A","Methanothermobacter thermautotrophicus"
"3GE3","A","Pseudomonas mendocina"
"3GE3","B","Pseudomonas mendocina"
"3GE3","C","Pseudomonas mendocina"
"3GE3","E","Pseudomonas mendocina"
"3GMX","A","Streptomyces clavuligerus"
"3GMX","B","Streptomyces clavuligerus"
"3GP6","A","Escherichia coli"
"3GWK","C","Streptococcus agalactiae"
"3GWK","E","Streptococcus agalactiae"
"3H0N","A","Jannaschia sp. CCS1"
"3H1D","A","Homo sapiens"
"3H63","A","Homo sapiens"
"3H63","C","Homo sapiens"
"3H7I","A","Escherichia virus T4"
"3HHT","A","Aeribacillus pallidus"
"3HHT","B","Aeribacillus pallidus"
"3HMS","A","Homo sapiens"
"3HWU","A","Cupriavidus pinatubonensis"
"3I94","A","Synechocystis sp. PCC 6803"
"3IJW","A","Bacillus anthracis"
"3IJW","B","Bacillus anthracis"
"3ILW","A","Mycobacterium tuberculosis"
"3ILW","B","Mycobacterium tuberculosis"
"3IP0","A","Escherichia coli"
"3IP4","A","Staphylococcus aureus"
"3IP4","B","Staphylococcus aureus"
"3IP4","C","Staphylococcus aureus"
"3IVV","A","Homo sapiens"
"3IVV","D",""
"3JQK","A","Thermus thermophilus"
"3JU4","A","Enterobacteria phage K1F"
"3JVL","A","Mus musculus"
"3K2Z","A","Thermotoga maritima"
"3K2Z","B","Thermotoga maritima"
"3K34","A","Homo sapiens"
"3K6I","A","Gallus gallus"
"3KLR","A","Bos taurus"
"3KSN","A","Escherichia coli"
"3KU3","A","Influenza A virus"
"3KU3","B","Influenza A virus"
"3KWD","A","Thermosynechococcus elongatus"
"3L00","A","Homo sapiens"
"3L51","A","Mus musculus"
"3L51","B","Mus musculus"
"3L5O","A","Desulfitobacterium hafniense"
"3L5O","B","Desulfitobacterium hafniense"
"3L8W","A","Aspergillus flavus"
"3LAS","A","Streptococcus mutans"
"3LAS","B","Streptococcus mutans"
"3LDQ","A","Homo sapiens"
"3LDQ","B","Homo sapiens"
"3LLP","A","Homo sapiens"
"3LLP","B","Homo sapiens"
"3LMN","A","Homo sapiens"
"3LMN","B","Homo sapiens"
"3LVJ","A","Escherichia coli"
"3LVJ","B","Escherichia coli"
"3LVJ","C","Escherichia coli"
"3LVJ","D","Escherichia coli"
"3LYE","A","Cryphonectria parasitica"
"3M4I","A","Mycobacterium tuberculosis"
"3M5Q","A","Phanerochaete chrysosporium"
"3M7V","A","Streptococcus mutans"
"3M7V","B","Streptococcus mutans"
"3M9Q","A","Drosophila melanogaster"
"3M9Q","B","Drosophila melanogaster"
"3MCW","A","Chromobacterium violaceum"
"3MCW","B","Chromobacterium violaceum"
"3MG3","A","Synechocystis sp. PCC 6803"
"3MG3","B","Synechocystis sp. PCC 6803"
"3MMH","A","Neisseria meningitidis"
"3MMH","B","Neisseria meningitidis"
"3MQD","A","Brucella abortus"
"3MZF","A","Escherichia coli"
"3N08","A","Chlamydia trachomatis"
"3N08","B","Chlamydia trachomatis"
"3N2W","A","Sphingosinicella xenopeptidilytica"
"3N2W","B","Sphingosinicella xenopeptidilytica"
"3N2W","C","Sphingosinicella xenopeptidilytica"
"3N2W","D","Sphingosinicella xenopeptidilytica"
"3N4J","A","Yersinia pestis"
"3NFT","A","Burkholderia pseudomallei"
"3NIR","A","Crambe hispanica"
"3NVS","A","Vibrio cholerae"
"3O4P","A","Loligo vulgaris"
"3O6C","A","Campylobacter jejuni"
"3OG2","A","Trichoderma reesei"
"3OJC","A","Yersinia pestis"
"3OJC","B","Yersinia pestis"
"3OJC","C","Yersinia pestis"
"3OJC","D","Yersinia pestis"
"3OMY","A","Escherichia coli"
"3OMY","B","Escherichia coli"
"3ORS","A","Staphylococcus aureus"
"3ORS","B","Staphylococcus aureus"
"3ORS","C","Staphylococcus aureus"
"3ORS","D","Staphylococcus aureus"
"3ORS","E","Staphylococcus aureus"
"3ORS","F","Staphylococcus aureus"
"3ORS","G","Staphylococcus aureus"
"3ORS","H","Staphylococcus aureus"
"3OS4","A","Yersinia pestis"
"3OS4","B","Yersinia pestis"
"3OSE","A","Homo sapiens"
"3OSX","A","Xenorhabdus nematophila"
"3OXP","A","Yersinia pestis"
"3OXP","B","Yersinia pestis"
"3PBT","A","Pseudomonas aeruginosa"
"3PC7","A","Homo sapiens"
"3PC7","B","Homo sapiens"
"3PDF","A","Homo sapiens"
"3PIW","A","Danio rerio"
"3PKZ","A","Staphylococcus aureus"
"3PKZ","B","Staphylococcus aureus"
"3PKZ","C","Staphylococcus aureus"
"3PKZ","D","Staphylococcus aureus"
"3PKZ","E","Staphylococcus aureus"
"3PKZ","F","Staphylococcus aureus"
"3PKZ","G","Staphylococcus aureus"
"3PKZ","H","Staphylococcus aureus"
"3PKZ","I","Staphylococcus aureus"
"3PKZ","J","Staphylococcus aureus"
"3PKZ","K","Staphylococcus aureus"
"3PKZ","L","Staphylococcus aureus"
"3PMS","A","Elizabethkingia meningoseptica"
"3PRO","A","Lysobacter enzymogenes"
"3PRO","B","Lysobacter enzymogenes"
"3PRO","C","Lysobacter enzymogenes"
"3PRO","D","Lysobacter enzymogenes"
"3PSM","A","Pachyrhizus erosus"
"3PSM","B","Pachyrhizus erosus"
"3PZW","A","Glycine max"
"3Q20","A","Thermosynechococcus elongatus"
"3Q20","B","Thermosynechococcus elongatus"
"3Q46","A","Thermococcus thioreducens"
"3QM9","A","Thunnus atlanticus"
"3QPA","A","[Nectria] haematococca"
"3QQ8","A","Homo sapiens"
"3QQ8","B","Homo sapiens"
"3QZB","A","Thermotoga maritima"
"3R87","A","Photobacterium profundum"
"3R8J","A","Homo sapiens"
"3R8J","B","Homo sapiens"
"3RF3","A","Homo sapiens"
"3RF3","B","Homo sapiens"
"3RF3","C","Shigella flexneri"
"3RF3","D","Shigella flexneri"
"3RJS","A","Toxoplasma gondii"
"3RLF","A","Escherichia coli"
"3RLF","B","Escherichia coli"
"3RLF","E","Escherichia coli"
"3RLF","F","Escherichia coli"
"3RLF","G","Escherichia coli"
"3RLO","A","Homo sapiens"
"3ROF","A","Staphylococcus aureus"
"3ROF","B","Staphylococcus aureus"
"3RQ7","A","Homo sapiens"
"3RQ7","B",""
"3RSS","A","Thermotoga maritima"
"3RSS","B","Escherichia coli"
"3RVC","A","Influenza A virus"
"3RZN","A","Homo sapiens"
"3S4E","A","Homo sapiens"
"3S4Y","A","Homo sapiens"
"3S4Y","B","Homo sapiens"
"3S8G","A","Thermus thermophilus"
"3S8G","B","Thermus thermophilus"
"3S8G","C","Thermus thermophilus"
"3S9Z","A","Mycobacterium tuberculosis"
"3SJL","A","Paracoccus denitrificans"
"3SJL","B","Paracoccus denitrificans"
"3SJL","C","Paracoccus denitrificans"
"3SJL","D","Paracoccus denitrificans"
"3SJL","E","Paracoccus denitrificans"
"3SJL","F","Paracoccus denitrificans"
"3SK7","A","Vibrio cholerae"
"3SK7","B","Vibrio cholerae"
"3SWO","A","Mycolicibacterium smegmatis"
"3SWO","B","Mycolicibacterium smegmatis"
"3SWO","C","Mycolicibacterium smegmatis"
"3SWO","D","Mycolicibacterium smegmatis"
"3SXU","A","Escherichia coli"
"3SXU","B","Escherichia coli"
"3SXU","C","Escherichia coli"
"3T0H","A","Homo sapiens"
"3T3L","A","Homo sapiens"
"3T63","A","Pseudomonas putida"
"3T63","B","Pseudomonas putida"
"3T63","C","Pseudomonas putida"
"3T63","M","Pseudomonas putida"
"3T63","N","Pseudomonas putida"
"3T63","O","Pseudomonas putida"
"3TG0","A","Escherichia coli"
"3TG0","B","Escherichia coli"
"3TG0","C","Escherichia coli"
"3TG0","D","Escherichia coli"
"3TN2","A","Homo sapiens"
"3TVJ","A","Homo sapiens"
"3TVJ","B","Homo sapiens"
"3TVJ","I","Schistocerca gregaria"
"3U1U","A","Homo sapiens"
"3U1U","B","Homo sapiens"
"3U7Q","A","Azotobacter vinelandii"
"3U7Q","B","Azotobacter vinelandii"
"3U7Q","C","Azotobacter vinelandii"
"3U7Q","D","Azotobacter vinelandii"
"3U81","A","Rattus norvegicus"
"3U9W","A","Homo sapiens"
"3UAW","A","Bacillus cereus"
"3UCI","A","Calloselasma rhodostoma"
"3UEJ","A","Mus musculus"
"3UEJ","B","Mus musculus"
"3UI4","A","Homo sapiens"
"3ULJ","A","Xenopus tropicalis"
"3ULJ","B","Xenopus tropicalis"
"3UMH","A","Homo sapiens"
"3V5W","A","Homo sapiens"
"3V5W","B","Bos taurus"
"3V5W","G","Bos taurus"
"3VDP","A","Caldanaerobacter subterraneus"
"3VDP","B","Caldanaerobacter subterraneus"
"3VDP","C","Caldanaerobacter subterraneus"
"3VDP","D","Caldanaerobacter subterraneus"
"3W07","A","Methanothermobacter thermautotrophicus"
"3W5H","A","Sus scrofa"
"3WCQ","A","Cyanidioschyzon merolae"
"3WU2","A","Thermosynechococcus vulcanus"
"3WU2","B","Thermosynechococcus vulcanus"
"3WU2","C","Thermosynechococcus vulcanus"
"3WU2","D","Thermosynechococcus vulcanus"
"3WU2","E","Thermosynechococcus vulcanus"
"3WU2","F","Thermosynechococcus vulcanus"
"3WU2","H","Thermosynechococcus vulcanus"
"3WU2","I","Thermosynechococcus vulcanus"
"3WU2","J","Thermosynechococcus vulcanus"
"3WU2","K","Thermosynechococcus vulcanus"
"3WU2","L","Thermosynechococcus vulcanus"
"3WU2","M","Thermosynechococcus vulcanus"
"3WU2","O","Thermosynechococcus vulcanus"
"3WU2","T","Thermosynechococcus vulcanus"
"3WU2","U","Thermosynechococcus vulcanus"
"3WU2","V","Thermosynechococcus vulcanus"
"3WU2","X","Thermosynechococcus vulcanus"
"3WU2","Y","Thermosynechococcus vulcanus"
"3WU2","Z","Thermosynechococcus vulcanus"
"3WU2","a","Thermosynechococcus vulcanus"
"3WU2","b","Thermosynechococcus vulcanus"
"3WU2","c","Thermosynechococcus vulcanus"
"3WU2","d","Thermosynechococcus vulcanus"
"3WU2","e","Thermosynechococcus vulcanus"
"3WU2","f","Thermosynechococcus vulcanus"
"3WU2","h","Thermosynechococcus vulcanus"
"3WU2","i","Thermosynechococcus vulcanus"
"3WU2","j","Thermosynechococcus vulcanus"
"3WU2","k","Thermosynechococcus vulcanus"
"3WU2","l","Thermosynechococcus vulcanus"
"3WU2","m","Thermosynechococcus vulcanus"
"3WU2","o","Thermosynechococcus vulcanus"
"3WU2","t","Thermosynechococcus vulcanus"
"3WU2","u","Thermosynechococcus vulcanus"
"3WU2","v","Thermosynechococcus vulcanus"
"3WU2","x","Thermosynechococcus vulcanus"
"3WU2","y","Thermosynechococcus vulcanus"
"3WU2","z","Thermosynechococcus vulcanus"
"3ZHO","A","Escherichia coli"
"3ZHO","B","Escherichia coli"
"3ZQU","A","Pseudomonas aeruginosa"
"3ZUC","A","Hungateiclostridium cellulolyticum"
"3ZYL","A","Rattus norvegicus"
"3ZYL","B","Rattus norvegicus"
"3ZYQ","A","Homo sapiens"
"4A02","A","Enterococcus faecalis"
"4A1I","A","Bacillus subtilis"
"4A1I","B","Bacillus subtilis"
"4A1I","C","Bacillus subtilis"
"4A1I","D","Bacillus subtilis"
"4A1I","E","Bacillus subtilis"
"4A1I","F","Bacillus subtilis"
"4A1I","G","Bacillus subtilis"
"4A1I","H","Bacillus subtilis"
"4A2V","A","Anas platyrhynchos"
"4A5S","A","Homo sapiens"
"4A5S","B","Homo sapiens"
"4A82","A","Homo sapiens"
"4A82","B","Homo sapiens"
"4A82","C","Homo sapiens"
"4A82","D","Homo sapiens"
"4A8U","A","Betula pendula"
"4AC7","A","Sporosarcina pasteurii"
"4AC7","B","Sporosarcina pasteurii"
"4AC7","C","Sporosarcina pasteurii"
"4ACF","A","Mycobacterium tuberculosis"
"4ACF","B","Mycobacterium tuberculosis"
"4ACF","C","Mycobacterium tuberculosis"
"4ACF","D","Mycobacterium tuberculosis"
"4ACF","E","Mycobacterium tuberculosis"
"4ACF","F","Mycobacterium tuberculosis"
"4AF1","A","Halobacterium salinarum"
"4AFF","A","Synechococcus elongatus"
"4AGH","A","Pyricularia oryzae"
"4AIW","A","Homo sapiens"
"4AL0","A","Homo sapiens"
"4ATM","A","Homo sapiens"
"4AU1","A","Rhodobacter capsulatus"
"4AXO","A","Clostridioides difficile"
"4AXO","B","Clostridioides difficile"
"4AY7","A","Methanosarcina mazei"
"4AY7","B","Methanosarcina mazei"
"4B4U","A","Acinetobacter baumannii"
"4B4U","B","Acinetobacter baumannii"
"4DHL","A","Phaseolus vulgaris"
"4DHL","B","Phaseolus vulgaris"
"4DHL","C","Phaseolus vulgaris"
"4DHL","D","Phaseolus vulgaris"
"4DND","A","Homo sapiens"
"4DOI","A","Arabidopsis thaliana"
"4DOI","B","Arabidopsis thaliana"
"4DRI","A","Homo sapiens"
"4DRI","B","Homo sapiens"
"4DUI","A","synthetic construct"
"4DWR","A","Pyrococcus horikoshii"
"4DWR","B","Pyrococcus horikoshii"
"4DWR","C","Pyrococcus horikoshii"
"4E29","A","Shigella flexneri,Salmonella enterica"
"4E29","B","Shigella flexneri,Salmonella enterica"
"4E2V","A","Zymomonas mobilis"
"4E3Y","A","Serratia marcescens"
"4E3Y","B","Serratia marcescens"
"4E4R","A","Staphylococcus aureus"
"4EAD","A","Escherichia coli"
"4EE6","A","Streptomyces cinnamonensis"
"4EE6","B","Streptomyces cinnamonensis"
"4EGU","A","Clostridioides difficile"
"4EGU","B","Clostridioides difficile"
"4EMT","A","Homo sapiens"
"4EMT","B","Homo sapiens"
"4ENE","A","Escherichia coli"
"4ENE","B","Escherichia coli"
"4ENE","C","Mus musculus"
"4ENE","D","Mus musculus"
"4ENE","E","Mus musculus"
"4ENE","F","Mus musculus"
"4EO7","A","Homo sapiens"
"4EQP","A","Staphylococcus aureus"
"4ESM","A","Chromobacterium violaceum"
"4ESP","A","Arachis hypogaea"
"4F01","A","Escherichia coli"
"4F01","B","Escherichia coli"
"4F19","A","Pseudomonas fluorescens"
"4FHR","A","Thermotoga maritima"
"4FHR","B","Thermotoga maritima"
"4FIO","A","Methanobrevibacter ruminantium"
"4FIO","B","Methanobrevibacter ruminantium"
"4FIO","C","Methanobrevibacter ruminantium"
"4FW1","A","Rous sarcoma virus"
"4FW1","B","Rous sarcoma virus"
"4FYX","A","Escherichia coli"
"4FYX","B","Escherichia coli"
"4FYX","C","Escherichia coli"
"4FYX","D","Escherichia coli"
"4G1Q","A","Human immunodeficiency virus 1"
"4G1Q","B","Human immunodeficiency virus 1"
"4G3N","A","Mycobacterium tuberculosis"
"4G78","A","Medicago truncatula"
"4GMU","A","Rattus norvegicus"
"4GT9","A","Thermotoga maritima"
"4GV2","A","Homo sapiens"
"4GWB","A","Sinorhizobium meliloti"
"4GWG","A","Homo sapiens"
"4H27","A","Homo sapiens"
"4H6C","A","Physcomitrella patens"
"4H6C","B","Physcomitrella patens"
"4H6C","C","Physcomitrella patens"
"4H6C","D","Physcomitrella patens"
"4H6C","E","Physcomitrella patens"
"4H6C","F","Physcomitrella patens"
"4H6C","G","Physcomitrella patens"
"4H6C","H","Physcomitrella patens"
"4H6C","I","Physcomitrella patens"
"4H6C","J","Physcomitrella patens"
"4H6C","K","Physcomitrella patens"
"4H6C","L","Physcomitrella patens"
"4HDR","A","Sporomusa ovata"
"4HDR","B","Sporomusa ovata"
"4HDR","C","Sporomusa ovata"
"4HDR","D","Sporomusa ovata"
"4HL2","A","Klebsiella pneumoniae"
"4HL2","B","Klebsiella pneumoniae"
"4HTG","A","Arabidopsis thaliana"
"4HWS","A","Escherichia coli"
"4HWS","B","Escherichia coli"
"4HWW","A","Homo sapiens"
"4HWW","B","Homo sapiens"
"4HY4","A","Homo sapiens"
"4HY4","B","Homo sapiens"
"4I6Y","A","Pseudomonas mevalonii"
"4I6Y","B","Pseudomonas mevalonii"
"4I7E","A","Geobacillus stearothermophilus"
"4I7E","B","Geobacillus stearothermophilus"
"4I7E","C","Geobacillus stearothermophilus"
"4I7E","D","Geobacillus stearothermophilus"
"4I8H","A","Bos taurus"
"4I9O","A","Mus musculus"
"4IAU","A","Geodia cydonium"
"4J7D","A","Xenopus laevis"
"4J9Y","B","Rattus norvegicus"
"4J9Y","R","Rattus norvegicus"
"4JER","A","Yersinia pestis"
"4JP6","A","Carica papaya"
"4JXQ","A","Sinorhizobium meliloti"
"4JXQ","B","Sinorhizobium meliloti"
"4KEF","A","Saccharomyces cerevisiae"
"4KLI","A","Homo sapiens"
"4KLI","D",""
"4KLI","P",""
"4KLI","T",""
"4LER","A","Bacteroides vulgatus"
"4LRS","A","Thermomonospora curvata"
"4LRS","B","Thermomonospora curvata"
"4LRS","N","Thermomonospora curvata"
"4MJR","A","Escherichia coli"
"4MJR","B","Escherichia coli"
"4RWU","A","Saccharomyces cerevisiae"
"4V4E","A","Pelobacter acidigallici"
"4V4E","B","Pelobacter acidigallici"
"4V4E","C","Pelobacter acidigallici"
"4V4E","D","Pelobacter acidigallici"
"4V4E","E","Pelobacter acidigallici"
"4V4E","F","Pelobacter acidigallici"
"4V4E","G","Pelobacter acidigallici"
"4V4E","H","Pelobacter acidigallici"
"4V4E","I","Pelobacter acidigallici"
"4V4E","J","Pelobacter acidigallici"
"4V4E","K","Pelobacter acidigallici"
"4V4E","L","Pelobacter acidigallici"
"4V4E","M","Pelobacter acidigallici"
"4V4E","N","Pelobacter acidigallici"
"4V4E","O","Pelobacter acidigallici"
"4V4E","P","Pelobacter acidigallici"
"4V4E","Q","Pelobacter acidigallici"
"4V4E","R","Pelobacter acidigallici"
"4V4E","S","Pelobacter acidigallici"
"4V4E","T","Pelobacter acidigallici"
"4V4E","U","Pelobacter acidigallici"
"4V4E","V","Pelobacter acidigallici"
"4V4E","W","Pelobacter acidigallici"
"4V4E","X","Pelobacter acidigallici"
"5Y9A","A","Acinetobacter baumannii"


